host_id,host_verifications
43082788,4
43082788,5
432250,1
432250,2
432250,8
432250,3
432250,15
127088495,1
127088495,2
127088495,3
47610585,1
47610585,2
47610585,13
47610585,3
47610585,4
47610585,6
47610585,5
22572745,1
22572745,2
22572745,3
127146676,1
127146676,2
127146676,3
124391826,1
124391826,2
124391826,3
72268035,1
72268035,2
72268035,3
72268035,4
72268035,5
12676215,2
12676215,3
12676215,4
12676215,5
127213292,1
127213292,2
127213292,3
116996523,1
116996523,2
116996523,8
116996523,3
52407823,1
52407823,2
52407823,3
52407823,4
52407823,6
52407823,5
15640792,1
15640792,2
15640792,3
15640792,4
15640792,5
127236491,1
127236491,2
127236491,3
127300465,1
127300465,2
127300465,8
127300465,3
127300465,4
127300465,6
127300465,5
127299966,1
127299966,2
127299966,3
9950354,1
9950354,2
9950354,3
9950354,4
9950354,5
6729043,1
6729043,2
6729043,3
2932912,1
2932912,2
2932912,3
2932912,4
2932912,5
127391482,1
127391482,2
127391482,12
127391482,4
127391482,6
127391482,5
11585649,1
11585649,2
11585649,3
11585649,4
11585649,5
11585649,10
7196243,2
7196243,8
7196243,3
7196243,4
7196243,6
7196243,5
127454680,1
127454680,2
127454680,3
127454680,4
127454680,6
127454680,5
62767165,1
62767165,2
62767165,3
9208967,1
9208967,2
9208967,3
9208967,4
9208967,6
9208967,5
6302376,1
6302376,2
6302376,3
6302376,4
6302376,5
127467474,1
127467474,2
127467474,8
127467474,3
39502360,1
39502360,2
39502360,3
39502360,10
22399141,1
22399141,2
22399141,3
22399141,4
22399141,6
22399141,5
21726680,1
21726680,2
21726680,12
21726680,3
21726680,4
21726680,6
21726680,5
117483246,1
117483246,2
117483246,3
117483246,4
117483246,6
117483246,5
127558185,1
127558185,2
127558185,3
127558185,4
127558185,6
127558185,5
127545293,1
127545293,2
127545293,3
127545293,4
127545293,6
127545293,7
127545293,5
127545293,7
20883748,1
20883748,2
20883748,3
20883748,4
20883748,5
99345277,1
99345277,2
99345277,8
99345277,3
99345277,4
99345277,6
99345277,7
99345277,5
99345277,7
99345277,10
6233758,1
6233758,2
6233758,8
6233758,3
6233758,4
6233758,5
19620521,1
19620521,2
19620521,12
19620521,3
19620521,4
19620521,6
19620521,5
127735072,2
127806255,1
127806255,2
43006118,1
43006118,2
43006118,3
43006118,4
43006118,6
43006118,7
43006118,5
43006118,7
43006118,10
127511197,1
127511197,2
127511197,3
7311165,1
7311165,2
7311165,3
7311165,4
7311165,5
122504188,1
122504188,2
122504188,3
18246477,1
18246477,2
18246477,8
18246477,3
18246477,4
18246477,6
18246477,5
89796240,1
89796240,2
89796240,12
89796240,3
89796240,4
89796240,6
89796240,7
89796240,5
89796240,7
7665526,1
7665526,2
7665526,3
7665526,4
7665526,5
127881146,1
127881146,2
127881146,8
127881146,3
127881146,4
127881146,6
127881146,5
11905068,1
11905068,2
11905068,3
11905068,10
127949965,1
127949965,2
127949965,12
127949965,3
127949965,4
127949965,6
127949965,5
21173840,1
21173840,2
21173840,3
127970349,1
127970349,2
127970349,3
7924160,1
7924160,2
7924160,3
93440234,2
93440234,3
128083363,1
128083363,2
128083363,3
57103554,1
57103554,2
57103554,3
57103554,4
57103554,6
57103554,7
57103554,5
57103554,7
34466855,1
34466855,2
34466855,3
34466855,4
34466855,6
34466855,7
34466855,5
34466855,7
128102689,1
128102689,2
128102689,3
106887695,1
106887695,2
106887695,3
106887695,4
106887695,6
106887695,5
47542040,1
47542040,2
47542040,8
47542040,3
7388070,1
7388070,2
7388070,3
7388070,4
7388070,6
7388070,7
7388070,5
7388070,7
85493025,1
85493025,2
85493025,8
85493025,3
85493025,4
85493025,5
130393107,1
130393107,2
59467923,1
59467923,2
59467923,3
59467923,4
59467923,5
6422343,1
6422343,2
6422343,3
76628529,1
76628529,2
76628529,3
76628529,4
76628529,5
127840652,1
127840652,2
127840652,3
127840652,10
34714015,1
34714015,2
34714015,8
34714015,4
34714015,5
21132222,2
21132222,3
21132222,10
128351530,2
128351530,3
128360168,1
128360168,2
128360168,8
128360168,3
128360168,4
128360168,6
128360168,7
128360168,5
128360168,7
46436827,1
46436827,2
46436827,8
46436827,3
46436827,4
46436827,6
46436827,5
115174424,2
115174424,8
115174424,3
68622662,1
68622662,2
68622662,3
68622662,4
68622662,6
68622662,5
17257996,1
17257996,2
17257996,8
17257996,3
17257996,4
17257996,5
50382442,1
50382442,2
50382442,3
50382442,4
50382442,5
50382442,10
13354469,1
13354469,2
13354469,3
13354469,4
13354469,5
43680669,1
43680669,2
43680669,8
43680669,3
43680669,4
43680669,6
43680669,7
43680669,5
43680669,7
33558198,2
48549359,1
48549359,2
22786220,1
22786220,2
22786220,3
22786220,4
22786220,5
1057527,1
1057527,2
1057527,12
1057527,3
1057527,4
1057527,5
10890259,1
10890259,2
10890259,3
8226656,1
8226656,2
8226656,3
8226656,15
8226656,10
39956410,1
39956410,2
39956410,3
2569632,1
2569632,2
2569632,3
2569632,11
2569632,4
2569632,6
2569632,7
2569632,5
2569632,7
124273613,1
124273613,2
124273613,8
54202482,2
54202482,3
54202482,4
54202482,6
54202482,7
54202482,5
54202482,7
128658391,1
128658391,2
128210044,1
128210044,2
65332545,1
65332545,2
65332545,3
128676811,1
128676811,2
128676811,3
101094727,1
101094727,2
101094727,3
6070708,1
6070708,2
6070708,3
128733471,1
128733471,2
128733471,3
7769957,1
7769957,2
7769957,8
7769957,3
7769957,4
7769957,6
7769957,5
14241430,1
14241430,2
14241430,3
14241430,4
14241430,6
14241430,7
14241430,5
14241430,7
14241430,10
20984105,1
20984105,2
20984105,3
20984105,4
20984105,5
128813691,1
128813691,2
128813691,12
128813691,3
128813691,4
128813691,6
128813691,5
768705,1
768705,2
768705,3
768705,15
768705,10
6617554,1
6617554,2
6617554,3
6617554,4
6617554,5
13088127,1
13088127,2
13088127,8
128821620,1
128821620,2
128821620,3
26789692,1
26789692,2
26789692,3
26789692,4
26789692,6
26789692,5
2683134,1
2683134,2
2683134,8
2683134,3
2683134,4
2683134,6
2683134,5
2003641,1
2003641,2
2003641,3
2003641,4
2003641,6
2003641,7
2003641,5
2003641,7
128856545,1
128856545,2
128856545,3
128857200,2
128857200,3
26514080,1
26514080,2
26514080,8
26514080,3
26514080,4
26514080,6
26514080,5
22837630,1
22837630,2
22837630,3
22837630,4
22837630,6
22837630,7
22837630,5
22837630,10
6572385,1
6572385,2
6572385,3
55965188,1
55965188,2
55965188,3
55965188,4
55965188,5
52201553,1
52201553,2
52201553,8
52201553,3
128746106,1
128746106,2
128746106,8
128746106,3
128746106,4
128746106,6
128746106,5
41407704,1
41407704,2
41407704,8
41407704,3
41407704,4
41407704,5
19326373,1
19326373,2
19326373,3
19326373,4
19326373,5
22167812,1
22167812,2
22167812,3
22167812,4
22167812,6
22167812,5
129104282,1
129104282,2
129104282,8
129104282,3
129104282,4
129104282,6
129104282,5
129124979,1
129124979,2
129124979,3
48135956,1
48135956,2
48135956,8
48135956,3
129139920,1
129139920,2
129139920,3
129209491,1
129209491,2
129209491,8
129209491,3
129209491,10
20475915,1
20475915,2
20475915,3
20475915,4
20475915,6
20475915,7
20475915,5
20475915,7
20475915,10
59624172,1
59624172,2
59624172,3
59624172,4
59624172,6
59624172,5
115790786,1
115790786,2
115790786,8
115790786,3
115790786,4
115790786,6
115790786,5
110474863,1
110474863,2
110474863,3
127670604,1
127670604,2
127670604,3
127670604,4
127670604,6
127670604,5
33640189,1
33640189,2
33640189,3
33640189,4
33640189,6
33640189,7
33640189,5
33640189,7
44504297,1
44504297,2
44504297,12
44504297,3
44504297,4
44504297,5
129369114,1
129369114,2
129369114,3
55523729,1
55523729,2
55523729,3
55523729,4
55523729,6
55523729,7
55523729,5
55523729,7
129376208,1
129376208,2
129376208,3
7495619,1
7495619,2
7495619,3
4291571,1
4291571,2
4291571,8
4291571,3
4291571,4
4291571,5
3814480,1
3814480,2
3814480,8
3814480,3
3814480,4
3814480,6
3814480,5
5576645,1
5576645,2
5576645,3
20814193,1
20814193,2
20814193,3
20814193,4
20814193,5
2124971,1
2124971,2
2124971,8
2124971,3
2124971,4
2124971,6
2124971,15
2124971,7
2124971,5
2124971,7
18213830,1
18213830,2
18213830,3
18213830,4
18213830,6
18213830,7
18213830,5
18213830,7
23815502,1
23815502,2
23815502,3
23815502,10
55770346,1
55770346,2
55770346,13
55770346,3
55770346,11
17021170,1
17021170,2
17021170,3
17021170,4
17021170,6
17021170,5
8194642,1
8194642,2
8194642,3
129597733,1
129597733,2
129597733,3
129597733,4
129597733,6
129597733,5
20753472,1
20753472,2
20753472,3
20753472,4
20753472,6
20753472,5
34750962,1
34750962,2
34750962,3
14257186,1
14257186,2
14257186,3
14257186,4
14257186,5
129674043,1
129674043,2
129674043,3
129674043,4
129674043,6
129674043,5
129674043,10
129683899,1
129683899,2
129683899,3
129683899,4
129683899,6
129683899,7
129683899,5
129683899,7
41841446,1
41841446,2
41841446,8
41841446,3
41841446,4
41841446,5
16472366,1
16472366,2
16472366,8
16472366,3
16472366,4
16472366,6
16472366,7
16472366,5
16472366,7
40507990,1
40507990,2
40507990,8
40507990,3
40507990,4
40507990,5
129739225,1
129739225,2
129739225,3
48011397,1
48011397,2
48011397,3
48011397,4
48011397,5
6742172,1
6742172,2
6742172,3
6742172,4
6742172,5
59913112,1
59913112,2
59913112,8
59913112,3
59913112,4
59913112,5
15847695,1
15847695,2
15847695,3
15847695,4
15847695,5
93158835,1
93158835,2
93158835,3
93158835,4
93158835,6
93158835,5
25123378,1
25123378,2
25123378,3
25123378,4
25123378,5
127162318,1
127162318,2
127162318,4
127162318,6
127162318,7
127162318,5
127162318,7
33656704,1
33656704,2
33656704,8
33656704,3
42856127,1
42856127,2
42856127,8
42856127,3
42856127,4
42856127,6
42856127,7
42856127,5
42856127,7
129960681,1
129960681,2
129960681,3
96278291,1
96278291,2
96278291,8
96278291,3
96278291,4
96278291,6
96278291,5
15724355,1
15724355,2
15724355,3
33913474,1
33913474,2
33913474,3
33913474,4
33913474,6
33913474,5
129989222,1
129989222,2
129989222,3
29472605,1
29472605,2
29472605,3
111994054,1
111994054,2
111994054,3
2183455,1
2183455,2
2183455,8
2183455,3
2183455,15
2183455,10
9229803,2
130026195,1
130026195,2
130026195,3
130096162,1
130096162,2
130096162,3
130096162,4
130096162,6
130096162,7
130096162,5
130096162,7
67326451,1
67326451,2
67326451,3
67326451,4
67326451,5
16716617,1
16716617,2
16716617,3
16716617,4
16716617,5
7722590,1
7722590,2
7722590,12
7722590,3
7722590,10
35017363,1
35017363,2
35017363,3
35017363,4
35017363,6
35017363,7
35017363,5
35017363,7
9145104,1
9145104,2
9145104,3
9145104,4
9145104,6
9145104,5
9145104,10
31003969,1
31003969,2
31003969,3
130176802,1
130176802,2
130176802,3
94302069,1
94302069,2
94302069,8
94302069,3
48788385,1
48788385,2
48788385,3
6954651,1
6954651,2
6954651,3
6954651,4
6954651,5
9702671,1
9702671,2
9702671,3
9702671,15
9702671,10
86510107,1
86510107,2
86510107,3
86510107,4
86510107,6
86510107,5
99405318,1
99405318,2
99405318,8
99405318,3
99405318,4
99405318,6
99405318,7
99405318,5
99405318,7
15381898,1
15381898,2
15381898,3
15381898,4
15381898,6
15381898,7
15381898,5
15381898,7
27850713,1
27850713,2
27850713,8
27850713,3
27850713,4
27850713,5
27850713,10
130402631,1
130402631,2
130402631,3
130402631,4
130402631,6
130402631,7
130402631,5
130402631,7
33333471,1
33333471,2
33333471,12
33333471,3
33333471,4
33333471,5
21767481,1
21767481,2
21767481,3
21767481,4
21767481,5
130406788,1
130406788,2
130406788,3
6130801,1
6130801,2
6130801,3
6130801,4
6130801,6
6130801,7
6130801,5
6130801,7
125681808,1
125681808,2
125681808,8
125681808,3
33446284,1
33446284,2
33446284,3
21963392,1
21963392,2
21963392,3
21963392,4
21963392,6
21963392,5
130459057,1
130459057,2
130459057,3
129850465,1
129850465,2
129850465,3
42614185,1
42614185,2
42614185,3
42614185,4
42614185,6
42614185,5
10994297,1
10994297,2
10994297,3
10994297,4
10994297,6
10994297,5
130415860,1
130415860,2
130415860,12
130415860,3
130415860,4
130415860,6
130415860,7
130415860,5
130415860,7
130580934,1
130580934,2
130580934,3
13927650,1
13927650,2
13927650,8
13927650,3
13927650,4
13927650,6
13927650,5
130606116,2
130606116,8
75144366,1
75144366,2
75144366,3
130723111,1
130723111,2
130723111,3
130723111,4
130723111,6
130723111,7
130723111,5
130723111,7
130588930,1
130588930,2
130588930,3
130588930,4
130588930,6
130588930,7
130588930,5
130588930,7
130588930,10
31127588,1
31127588,2
31127588,3
31127588,4
31127588,5
2217,1
2217,2
2217,3
2217,4
2217,6
2217,5
97055621,1
97055621,2
97055621,3
97055621,4
97055621,6
97055621,7
97055621,5
97055621,7
97804126,1
97804126,2
130745473,1
130745473,2
130745473,12
130745473,3
130745473,4
130745473,6
130745473,5
130751930,1
130751930,2
9257826,1
9257826,2
9257826,3
9257826,4
9257826,5
130807184,1
130807184,2
130807184,3
12315962,1
12315962,2
12315962,3
12315962,10
39140886,1
39140886,2
39140886,3
39140886,4
39140886,6
39140886,7
39140886,5
39140886,7
130874183,2
130874183,3
74750949,1
74750949,2
74750949,3
74750949,4
74750949,5
35362254,1
35362254,2
35362254,3
35362254,4
35362254,5
35362254,10
130889680,1
130889680,2
130889680,3
130902643,1
130902643,2
130902643,8
130902643,3
130902643,4
130902643,6
130902643,7
130902643,5
130902643,7
25818415,1
25818415,2
25818415,3
25818415,4
25818415,6
25818415,7
25818415,5
25818415,7
130927518,1
130927518,2
130927518,8
130927518,4
130927518,6
130927518,7
130927518,5
130927518,7
130927760,1
130927760,2
130927760,3
3042758,2
3042758,8
3042758,3
130950343,2
130950343,3
27738664,1
27738664,2
27738664,3
92236508,1
92236508,2
92236508,12
92236508,3
92236508,4
92236508,5
130746463,1
130746463,2
130746463,8
130746463,3
130746463,4
130746463,6
130746463,5
131016430,1
131016430,2
131016430,8
131016430,3
131022052,1
131022052,2
131022052,3
131022052,4
131022052,6
131022052,5
14547648,1
14547648,2
14547648,3
99197772,1
99197772,2
99197772,3
22645239,1
22645239,2
22645239,3
22645239,4
22645239,6
22645239,7
22645239,5
22645239,7
131126034,1
131126034,2
131126034,3
31142790,1
31142790,2
31142790,3
31142790,4
31142790,6
31142790,7
31142790,5
31142790,7
131151425,1
131151425,2
131151425,3
13949498,1
13949498,2
13949498,3
13949498,4
13949498,6
13949498,5
13949498,10
115076300,1
115076300,2
115076300,3
115076300,4
115076300,6
115076300,7
115076300,5
115076300,7
130881258,1
130881258,2
130881258,3
93490741,1
93490741,2
93490741,12
93490741,3
93490741,4
93490741,5
127202091,1
127202091,2
127202091,12
127202091,3
127202091,4
127202091,6
127202091,5
131211322,1
131211322,2
131211322,3
44821687,1
44821687,2
44821687,3
44821687,4
44821687,5
44276104,1
44276104,2
44276104,3
123430047,1
123430047,2
123430047,3
13112040,1
13112040,2
13112040,3
30364025,1
30364025,2
118218576,1
118218576,2
118218576,3
118218576,4
118218576,6
118218576,7
118218576,5
118218576,7
131307982,1
131307982,2
83028041,1
83028041,2
83028041,3
83028041,4
83028041,6
83028041,7
83028041,5
83028041,7
18289992,1
18289992,2
18289992,3
18289992,4
18289992,5
18289992,10
23976921,1
23976921,2
23976921,3
23976921,4
23976921,5
122331365,1
122331365,2
122331365,8
122331365,3
122331365,4
122331365,6
122331365,5
131332416,1
131332416,2
53586404,1
53586404,2
53586404,8
53586404,3
5479505,1
5479505,2
5479505,8
5479505,3
5479505,4
5479505,5
41757533,1
41757533,2
41757533,3
34520537,1
34520537,2
34520537,8
34520537,3
34520537,4
34520537,5
34520537,10
65041002,1
65041002,2
65041002,8
65041002,3
65041002,4
65041002,5
131458895,1
131458895,2
131458895,3
23920756,1
23920756,2
23920756,3
23920756,4
23920756,6
23920756,7
23920756,5
23920756,7
7025819,1
7025819,2
7025819,3
24152050,1
24152050,2
24152050,3
24152050,4
24152050,5
24152050,10
54963541,1
54963541,2
54963541,8
54963541,3
54963541,4
54963541,6
54963541,5
6831071,1
6831071,2
6831071,3
6831071,4
6831071,5
6831071,10
76201485,1
76201485,2
76201485,8
76201485,3
12482438,1
12482438,2
12482438,12
12482438,3
12482438,4
12482438,5
131571871,1
131571871,2
131571871,12
131571871,3
131571871,4
131571871,6
131571871,7
131571871,5
131571871,7
40946597,1
40946597,2
40946597,3
131588818,2
36894746,1
36894746,2
36894746,3
36894746,4
36894746,5
131658946,1
131658946,2
5721756,1
5721756,2
5721756,3
5721756,4
5721756,5
131730019,1
131730019,2
131730019,3
131730019,4
131730019,6
131730019,7
131730019,5
131730019,7
131732018,1
131732018,2
5827968,1
5827968,2
5827968,8
5827968,3
5827968,4
5827968,5
131759611,3
20846037,1
20846037,2
20846037,8
121533787,1
121533787,2
121533787,8
121533787,3
121533787,4
121533787,6
121533787,5
39899418,1
39899418,2
39899418,8
39899418,3
39899418,4
39899418,6
39899418,7
39899418,5
39899418,7
70952834,1
70952834,2
70952834,8
70952834,3
70952834,4
70952834,5
131795693,1
131795693,2
131795693,3
11268847,1
11268847,2
11268847,3
11268847,4
11268847,6
11268847,7
11268847,5
11268847,7
396953,1
396953,2
396953,3
396953,4
396953,6
396953,5
40890680,1
40890680,2
40890680,3
40890680,4
40890680,6
40890680,5
131891878,1
131891878,2
118842938,1
118842938,2
118842938,8
118842938,3
118842938,4
118842938,6
118842938,5
102911074,1
102911074,2
102911074,3
85069478,1
85069478,2
85069478,12
85069478,3
85069478,4
85069478,5
40239787,1
40239787,2
40239787,3
119270089,1
119270089,2
5541908,1
5541908,2
5541908,3
5541908,4
5541908,5
112508469,1
112508469,2
112508469,8
3861369,1
3861369,2
3861369,8
3861369,3
3861369,4
3861369,6
3861369,15
3861369,7
3861369,5
3861369,7
3861369,10
127487921,1
127487921,2
127487921,12
127487921,3
127487921,4
127487921,6
127487921,5
3188465,1
3188465,2
3188465,8
3188465,12
3188465,3
3188465,4
3188465,6
3188465,5
131877141,1
131877141,2
131877141,8
131877141,3
131877141,4
131877141,6
131877141,7
131877141,5
131877141,7
366611,1
366611,2
366611,3
366611,4
366611,6
366611,15
366611,7
366611,5
366611,7
101708473,1
101708473,2
101708473,8
14569714,1
14569714,2
14569714,3
14569714,4
14569714,5
1040504,1
1040504,2
1040504,12
1040504,3
132051214,1
132051214,2
22429597,1
22429597,2
22429597,8
22429597,3
22429597,4
22429597,6
22429597,5
129921917,1
129921917,2
129921917,3
129921917,4
129921917,6
129921917,7
129921917,5
129921917,7
9423166,2
9423166,3
9423166,4
9423166,6
9423166,7
9423166,5
9423166,7
47439125,1
47439125,2
47439125,12
47439125,3
47439125,4
47439125,5
47439125,10
132294358,2
14346650,1
14346650,2
14346650,3
14346650,10
132134365,1
132134365,2
132134365,3
132134365,4
132134365,6
132134365,5
58882236,2
58882236,3
58882236,4
58882236,5
132322845,1
132322845,2
132322845,3
10868772,1
10868772,2
10868772,3
10868772,4
10868772,6
10868772,7
10868772,5
10868772,7
10868772,10
126544302,1
126544302,2
126544302,3
35529307,1
35529307,2
35529307,3
132341848,1
132341848,2
132341848,3
114062066,1
114062066,2
114062066,3
114062066,4
114062066,6
114062066,5
132356549,1
132356549,2
132356549,3
132351059,1
132351059,2
132351059,3
40395396,1
40395396,2
40395396,3
40395396,4
40395396,6
40395396,7
40395396,5
40395396,7
38064713,1
38064713,2
38064713,12
38064713,3
38064713,4
38064713,5
8297571,1
8297571,2
8297571,3
8297571,4
8297571,5
33450078,1
33450078,2
33450078,3
33450078,4
33450078,6
33450078,7
33450078,5
33450078,7
132420687,1
132420687,2
1211681,1
1211681,2
1211681,8
1211681,3
1211681,4
1211681,5
1211681,10
47278997,1
47278997,2
47278997,3
47278997,4
47278997,5
131425332,1
131425332,2
131425332,8
131425332,3
13239053,1
13239053,2
13239053,3
13239053,4
13239053,6
13239053,7
13239053,5
13239053,7
109838639,1
109838639,2
109838639,3
109838639,4
109838639,6
109838639,7
109838639,5
109838639,7
87331100,1
87331100,2
87331100,3
87331100,4
87331100,6
87331100,7
87331100,5
87331100,7
21764736,1
21764736,2
21764736,3
21764736,4
21764736,5
131732958,2
131732958,3
131732958,10
6372853,1
6372853,2
6372853,8
6372853,3
6372853,4
6372853,6
6372853,7
6372853,5
4332832,1
4332832,2
4332832,8
4332832,3
4332832,4
4332832,6
4332832,7
4332832,5
4332832,7
49926726,1
49926726,2
49926726,3
49926726,16
49926726,4
49926726,5
26673919,1
26673919,2
26673919,8
26673919,3
26673919,4
26673919,7
26673919,5
26673919,7
132504557,1
132504557,3
35116771,1
35116771,2
35116771,3
35116771,4
35116771,5
23222841,1
23222841,2
23222841,12
23222841,3
23222841,4
23222841,6
23222841,5
19150967,1
19150967,2
19150967,3
19150967,4
19150967,6
19150967,5
132527627,1
132527627,2
132527627,8
132527627,12
132527627,3
132527627,4
132527627,6
132527627,5
130089284,1
130089284,2
130089284,3
130089284,4
130089284,6
130089284,5
130089284,10
6348024,1
6348024,2
6348024,8
6348024,3
132603670,1
132603670,2
132603670,8
132603670,3
3411279,1
3411279,2
90383905,2
90383905,3
90383905,6
90383905,7
90383905,5
90383905,7
32251102,1
32251102,2
32251102,3
32251102,4
32251102,5
32251102,10
132279922,1
132279922,2
132617275,1
132617275,2
132617275,3
2254680,1
2254680,2
2254680,3
2254680,9
6455819,1
6455819,2
6455819,3
6455819,4
6455819,6
6455819,7
6455819,5
6455819,7
132638344,2
132638344,3
132642015,1
132642015,2
132642015,3
132658688,1
132658688,2
132658688,3
132663431,1
132663431,2
132663431,3
123727428,1
123727428,2
123727428,3
123727428,4
123727428,6
123727428,5
38629217,1
38629217,2
38629217,4
38629217,6
38629217,7
38629217,5
38629217,7
1414957,1
1414957,2
1414957,3
1414957,4
1414957,6
1414957,5
60804383,1
60804383,2
60804383,8
60804383,3
60804383,4
60804383,6
60804383,7
60804383,5
60804383,7
132766539,1
132766539,2
132774565,1
132774565,2
132774565,8
132774565,3
31679522,1
31679522,2
31679522,3
132810080,1
132810080,2
132810080,3
46837469,1
46837469,2
46837469,8
46837469,3
46837469,4
46837469,6
46837469,5
34385521,1
34385521,2
34385521,3
34385521,4
34385521,6
34385521,7
34385521,5
34385521,7
17699482,1
17699482,2
17699482,3
17699482,4
17699482,6
17699482,7
17699482,5
17699482,7
132920345,1
132920345,2
132920345,3
132918428,1
132918428,2
132918428,3
856367,1
856367,2
856367,8
856367,3
856367,4
856367,6
856367,5
132833549,1
132833549,2
132833549,3
132952155,1
132952155,2
132952155,3
45460637,1
45460637,2
45460637,3
45460637,4
45460637,5
3239972,1
3239972,2
3239972,8
3239972,3
3239972,15
3239972,10
42696213,1
42696213,2
42696213,8
42696213,3
42696213,4
42696213,5
133067605,1
133067605,2
133067605,8
133067605,12
133067605,3
133067605,4
133067605,6
133067605,7
133067605,5
133067605,7
133073482,1
133073482,2
133073482,3
133082684,1
133082684,2
133082684,3
133082684,4
133082684,6
133082684,7
133082684,5
133082684,7
133085267,1
133085267,2
133085267,3
133085267,4
133085267,6
133085267,7
133085267,5
133085267,7
84041257,1
84041257,2
84041257,3
7089338,1
7089338,2
7089338,3
7089338,15
133123309,1
133123309,2
133123309,3
133121722,1
133121722,2
133121722,3
133121722,7
32366034,1
32366034,2
32366034,3
3343978,1
3343978,2
3343978,3
3343978,4
3343978,5
60301821,1
60301821,2
60301821,3
60301821,4
60301821,6
60301821,5
34118101,1
34118101,2
34118101,3
34118101,4
34118101,6
34118101,5
12733164,1
12733164,2
12733164,8
12733164,3
12733164,4
12733164,5
7300975,1
7300975,2
7300975,3
121332658,1
121332658,2
121332658,12
121332658,3
7172137,1
7172137,2
7172137,3
7172137,4
7172137,6
7172137,7
7172137,5
7172137,7
133342252,1
133342252,2
133342252,3
28702597,1
28702597,2
28702597,3
16208374,1
16208374,2
16208374,3
16208374,4
16208374,6
16208374,5
10916912,1
10916912,2
10916912,3
10916912,4
10916912,6
10916912,7
10916912,5
10916912,10
7588445,1
7588445,2
7588445,3
8646497,1
8646497,2
8646497,3
8646497,4
8646497,5
6439358,1
6439358,2
6439358,3
6439358,4
6439358,6
6439358,7
6439358,5
6439358,7
133417034,1
133417034,2
133417034,3
86779443,1
86779443,2
86779443,8
86779443,3
86779443,4
86779443,5
133492979,1
133492979,2
133492979,3
133492979,4
133492979,6
133492979,7
133492979,5
133492979,7
16114747,1
16114747,2
16114747,3
16114747,11
16114747,4
16114747,5
16114747,10
60270837,1
60270837,2
60270837,8
60270837,3
60270837,4
60270837,6
60270837,5
21366821,1
21366821,2
21366821,3
21366821,15
63739282,1
63739282,2
63739282,8
63739282,3
63739282,4
63739282,6
63739282,5
133323909,1
133323909,2
133323909,3
133606335,1
133606335,2
133606335,3
61155980,1
61155980,2
61155980,8
61155980,3
61155980,4
61155980,6
61155980,5
37864815,1
37864815,2
37864815,3
37864815,4
37864815,5
29038336,1
29038336,2
29038336,3
29038336,4
29038336,5
44770453,1
44770453,2
44770453,3
935929,1
935929,2
935929,3
935929,4
935929,6
935929,5
935929,10
15232262,1
15232262,2
15232262,8
15232262,3
15232262,4
15232262,6
15232262,5
18238569,1
18238569,2
18238569,3
18238569,4
18238569,6
18238569,7
18238569,5
18238569,7
18238569,10
27457316,1
27457316,2
27457316,3
27457316,4
27457316,6
27457316,5
1612394,1
1612394,2
1612394,8
1612394,3
126299608,1
126299608,2
126299608,3
126299608,4
126299608,6
126299608,5
33474617,1
33474617,2
33474617,8
33474617,3
33474617,4
33474617,6
33474617,5
91027119,1
91027119,2
91027119,8
91027119,3
91027119,4
91027119,6
91027119,7
91027119,5
91027119,7
5162930,1
5162930,2
5162930,3
5162930,4
5162930,5
5162930,10
133875285,1
133875285,2
133875285,8
2982503,1
2982503,2
2982503,8
2982503,3
2982503,11
2982503,4
2982503,5
16677569,1
16677569,2
16677569,3
16677569,4
16677569,6
16677569,7
16677569,5
16677569,7
37902539,1
37902539,2
37902539,3
11323773,1
11323773,2
11323773,3
11323773,4
11323773,5
130017279,1
130017279,2
130017279,3
130017279,4
130017279,6
130017279,5
130017279,10
20505643,1
20505643,2
20505643,3
8869668,1
8869668,2
8869668,3
14123544,1
14123544,2
14123544,3
14123544,4
14123544,5
38691074,1
38691074,2
38691074,3
38691074,11
38691074,4
134086549,1
134086549,2
134086549,3
19500003,1
19500003,2
19500003,8
19500003,3
19500003,4
19500003,5
20773532,1
20773532,2
20773532,3
20773532,4
20773532,5
29111884,1
29111884,2
29111884,3
29111884,4
29111884,6
29111884,7
29111884,5
29111884,7
134230098,1
134230098,2
134230098,8
134230098,3
132302162,2
4622180,1
4622180,2
4622180,3
4622180,4
4622180,5
10075888,1
10075888,2
10075888,3
10075888,4
10075888,5
134255464,1
134255464,2
62632935,1
62632935,2
25377270,1
25377270,2
25377270,3
25377270,4
25377270,5
10348514,2
16423299,1
16423299,2
16423299,3
16423299,15
42141351,1
42141351,2
42141351,8
42141351,3
134377307,1
134377307,2
134377307,3
134377307,4
134377307,6
134377307,7
134377307,5
134377307,7
12837129,1
12837129,2
12837129,8
12837129,3
12837129,4
12837129,5
134475284,1
134475284,2
134475284,3
134482995,1
134482995,2
134482995,12
134482995,3
134482995,4
134482995,6
134482995,5
27908471,1
27908471,2
27908471,3
27908471,4
27908471,6
27908471,7
27908471,5
27908471,7
134524835,1
134524835,2
134524835,8
134524835,3
134531165,1
134531165,2
134531165,3
3463664,1
3463664,2
3463664,8
3463664,3
3463664,4
3463664,5
22052996,1
22052996,2
22052996,8
22052996,4
22052996,6
22052996,5
91641023,1
91641023,2
91641023,3
91641023,4
91641023,6
91641023,5
2629761,1
2629761,2
2629761,8
2629761,3
133606080,1
133606080,2
133606080,3
133606080,4
133606080,6
133606080,7
133606080,5
133606080,7
7885751,1
7885751,2
7885751,3
10177675,1
10177675,2
10177675,3
10177675,4
